newId,SP,Region,RCRegion,Province,Residence,Gender,Dis,District,VillageNeighborhood,Lon,Lat,wave,Urbanity,Village,UrbanRuralStatus,UrbanRuralStatus14,DariVillage,Kishstartnumber,Urban,Metro,district_TAF_2015,Name,client
1231519,1519,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231520,1520,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231521,1521,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231522,1522,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231523,1523,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,MULLAH ABDUL RAHMAN KALAY,64.32689,31.6189,23,,,,,,,,,,,ANQAR
1231524,1524,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,JAMAL KALAY HAJI WALI JAN,64.43447,31.72185,23,,,,,,,,,,,ANQAR
1231525,1525,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,NAW ABAD KARAIZ,64.3699,31.54724,23,,,,,,,,,,,ANQAR
1231526,1526,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,CHAR BAGH,64.35214,31.69541,23,,,,,,,,,,,ANQAR
1231527,1527,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,BALO ZAI,64.94289,32.14946,23,,,,,,,,,,,ANQAR
1231528,1528,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,NALA,,,23,,,,,,,,,,,ANQAR
1231529,1529,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,CHO SHAYE,64.88972,32.10594,23,,,,,,,,,,,ANQAR
1231530,1530,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,CHENAR ESAHAQ ZAI,64.82412,32.0466,23,,,,,,,,,,,ANQAR
1231531,1531,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,DAHI MASTAN,64.76604,32.33026,23,,,,,,,,,,,ANQAR
1231532,1532,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,CHAHARR KOCHA,64.80644,32.27257,23,,,,,,,,,,,ANQAR
1231533,1533,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,ALI ZAY,64.7087,32.6392,23,,,,,,,,,,,ANQAR
1231534,1534,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,KUSHTA KANI SUFLA,64.64312,32.07385,23,,,,,,,,,,,ANQAR
1231535,1535,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,QADAM GAH,64.58162,32.86316,23,,,,,,,,,,,ANQAR
1231536,1536,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,POZI SANG,64.2369,32.54679,23,,,,,,,,,,,ANQAR
1231537,1537,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marja,ABDUL WAHAB,63.99686,31.48384,23,,,,,,,,,,,ANQAR
1231538,1538,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marja,HAJI GHULAM MOHAMMAD,63.9865,31.47001,23,,,,,,,,,,,ANQAR
1231539,1539,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Reg-e Khan Neshin replaced with Sangin,PANI ZAI,64.97112,32.18774,23,,,,,,,,,,,ANQAR
1231540,1540,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Reg-e Khan Neshin replaced with Nad 'Ali,HAJI ABDULLAH JAN WA HALAM KHAN,64.29956,31.72314,23,,,,,,,,,,,ANQAR
1231541,1541,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Dishu replaced with Musa Qal'ah,TOGHI,64.73765,32.42684,23,,,,,,,,,,,ANQAR
1231542,1542,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Dishu replaced with Marja,GHALAN,64.12137,31.36239,23,,,,,,,,,,,ANQAR
1231543,1543,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,MOHAMMAD ZAI,64.61356,31.83967,23,,,,,,,,,,,ANQAR
1231544,1544,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,MALIK MOHAMMAD ANWAR SHAKH,64.66288,31.78825,23,,,,,,,,,,,ANQAR
1231545,1545,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,KARAIZ KOKA,64.80021,32.04,23,,,,,,,,,,,ANQAR
1231546,1546,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,TOOR KHAN,64.58753,31.71604,23,,,,,,,,,,,ANQAR
1231547,1547,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,BALA KHANA WAZEER,64.63578,31.6699,23,,,,,,,,,,,ANQAR
1231548,1548,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,SALLIH KHAIL,64.75916,31.96086,23,,,,,,,,,,,ANQAR
1231549,1549,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,SHAR SHARAK ALLAH DAD WA NOOR MOHAMMAD,64.14049,31.26722,23,,,,,,,,,,,ANQAR
1231550,1550,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,JUMA KHAN WA TOTI KHAN,64.21395,31.23839,23,,,,,,,,,,,ANQAR
1231551,1551,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,KAMAL KHAN,64.17744,31.23058,23,,,,,,,,,,,ANQAR
1231552,1552,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,NAQELIN SHORA GAZ,64.31697,31.4741,23,,,,,,,,,,,ANQAR
1231553,1553,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,KHALICH MALIM QASIM KHAN SAYYID NOOR KHAN WA ABDUL RASHID KHAN,64.28809,31.38238,23,,,,,,,,,,,ANQAR
1231554,1554,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,TA BANDI KHALAJ,64.32864,31.40215,23,,,,,,,,,,,ANQAR
1231555,1555,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI AMIN HAJI ANWAR WA WAZER,64.19131,31.03361,23,,,,,,,,,,,ANQAR
1231556,1556,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,NAQELEN ABAS ABAD,64.23252,31.05389,23,,,,,,,,,,,ANQAR
1231557,1557,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI ALI SHAH KHAN,64.21108,31.08649,23,,,,,,,,,,,ANQAR
1231558,1558,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,ALI MURAD KHAN BAGAT,63.83914,30.50289,23,,,,,,,,,,,ANQAR
1231559,1559,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI GAWHAR KHAN WA HASHIM KHAN,64.02261,30.62284,23,,,,,,,,,,,ANQAR
1231560,1560,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI MOHAMMAD ALI,64.16124,30.93666,23,,,,,,,,,,,ANQAR
1231561,1561,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231562,1562,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231563,1563,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231564,1564,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,23,,,,,,,,,,,ANQAR
1231634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231639,1639,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231640,1640,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231641,1641,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231642,1642,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1231643,1643,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,23,,,,,,,,,,,ANQAR
1241511,1511,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Chehel Metera Awala,64.371214,31.592574,24,,,,,,,,,,,ANQAR
1241512,1512,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Qala Bust,64.357567,31.532092,24,,,,,,,,,,,ANQAR
1241513,1513,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Sor Kodar,64.38538,34.24189,24,,,,,,,,,,,ANQAR
1241514,1514,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241515,1515,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241516,1516,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241517,1517,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241518,1518,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,KARAIZ AJAB GUL KALAY,64.35624,31.52987,24,,,,,,,,,,,ANQAR
1241519,1519,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,KHUSH DIL KHAN MALANG,64.37354,31.67949,24,,,,,,,,,,,ANQAR
1241520,1520,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,KURONDIH LASHKAR BAZARI SHARQI WA GHARBI,64.46216,31.58468,24,,,,,,,,,,,ANQAR
1241521,1521,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,HAJI ABDULLAH KHAN BOLAN,64.33717,31.59839,24,,,,,,,,,,,ANQAR
1241522,1522,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,KHAKASH KARAIZ,64.83299,32.0077,24,,,,,,,,,,,ANQAR
1241523,1523,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,KUSHTA MULLA ZAYE,64.93049,32.13816,24,,,,,,,,,,,ANQAR
1241524,1524,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,LOWY KARAIZ,64.8068,32.29834,24,,,,,,,,,,,ANQAR
1241525,1525,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,LANDI,64.8517,32.30619,24,,,,,,,,,,,ANQAR
1241526,1526,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,PADLAK,64.76651,32.23177,24,,,,,,,,,,,ANQAR
1241527,1527,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,YAK LENG,64.77865,32.68874,24,,,,,,,,,,,ANQAR
1241528,1528,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,GHAR GHANDI,64.6792,32.77942,24,,,,,,,,,,,ANQAR
1241529,1529,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,KINCHAK HULYA,64.48253,32.50523,24,,,,,,,,,,,ANQAR
1241530,1530,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,MIR KHAN ABAD,64.69422,32.73485,24,,,,,,,,,,,ANQAR
1241531,1531,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,KHALA SHRODD,64.72831,32.76127,24,,,,,,,,,,,ANQAR
1241532,1532,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marja,WAKIL GHULAM MOHAMMAD,64.01462,31.48328,24,,,,,,,,,,,ANQAR
1241533,1533,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marja,MARJA BLOCK 11-A,64.11851,31.37834,24,,,,,,,,,,,ANQAR
1241534,1534,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Reg-e Khan Neshin replaced with Nahr-e Saraj,SUFIYAN,64.60105,31.82188,24,,,,,,,,,,,ANQAR
1241535,1535,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Reg-e Khan Neshin replaced with Musa Qal'ah,MOZAK,64.86872,32.10452,24,,,,,,,,,,,ANQAR
1241536,1536,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Washer replaced with Garm Ser,MOHAMMDA HASHIM WA DAD MOHAMMAD KHAN,64.17295,31.09587,24,,,,,,,,,,,ANQAR
1241537,1537,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Washer replaced with Nad 'Ali,AGHA JAN KALAY,64.35611,31.72466,24,,,,,,,,,,,ANQAR
1241538,1538,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,HAIDAR ABAD,64.74093,31.89124,24,,,,,,,,,,,ANQAR
1241539,1539,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,CHOKAKARAK,64.76855,31.91187,24,,,,,,,,,,,ANQAR
1241540,1540,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,HAJI ABDUL MANAN KALAY,64.74124,31.86373,24,,,,,,,,,,,ANQAR
1241541,1541,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,TAK MAKHTAR,64.50828,31.64399,24,,,,,,,,,,,ANQAR
1241542,1542,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,PAIR MOHAMMAD KHAN,64.79535,32.01086,24,,,,,,,,,,,ANQAR
1241543,1543,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,SALLIH KHAIL,64.75916,31.96086,24,,,,,,,,,,,ANQAR
1241544,1544,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,KUNJAK,64.65671,31.85922,24,,,,,,,,,,,ANQAR
1241545,1545,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,BALOCAN,64.18428,31.39341,24,,,,,,,,,,,ANQAR
1241546,1546,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,ABDUL HAKIM WA GUL AQA,64.31416,31.42364,24,,,,,,,,,,,ANQAR
1241547,1547,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,SOR GUL,64.31414,31.37297,24,,,,,,,,,,,ANQAR
1241548,1548,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,SHALIZAR,64.3169,31.39735,24,,,,,,,,,,,ANQAR
1241549,1549,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,SHAR SHARAK MISTARI RAHMATULLAH,64.11415,31.20117,24,,,,,,,,,,,ANQAR
1241550,1550,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,NAQELIN SHARQI,64.30437,31.38197,24,,,,,,,,,,,ANQAR
1241551,1551,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI ASADULLHA WA DOST M.KHAN,64.18015,31.03645,24,,,,,,,,,,,ANQAR
1241552,1552,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,MOHAMMAD ZAHIR KALAY,64.16199,30.95057,24,,,,,,,,,,,ANQAR
1241553,1553,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,NAQELEN MOHAMMAD AUOUB KHAN,64.1955,31.11889,24,,,,,,,,,,,ANQAR
1241554,1554,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,GHULAM NABI KHAN,64.11121,30.72791,24,,,,,,,,,,,ANQAR
1241555,1555,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI GHAFOR WA GULLAB SHAH,64.19114,30.96989,24,,,,,,,,,,,ANQAR
1241556,1556,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI SAYID MOHAMMDA KHAN,64.17022,31.11383,24,,,,,,,,,,,ANQAR
1241557,1557,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241558,1558,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241559,1559,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241560,1560,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,24,,,,,,,,,,,ANQAR
1241561,1561,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,WAKIL MURAD KALAY,64.16208,31.59005,24,,,,,,,,,,,ANQAR
1241562,1562,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,MULLAH WAZER KALAY,64.24081,31.61712,24,,,,,,,,,,,ANQAR
1241563,1563,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,NAW ABAD MAWLAWI BAHAWUDIN,64.14593,31.51436,24,,,,,,,,,,,ANQAR
1241564,1564,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,HAJI OBAIDULLAH,64.28774,31.63821,24,,,,,,,,,,,ANQAR
1241633,1633,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241639,1639,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241640,1640,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241641,1641,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1241642,1642,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,Intercept interviews,,,24,,,,,,,,,,,ANQAR
1251390,1390,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Nawi Safyan,,,25,,,,,,,,,,,ANQAR
1251391,1391,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town, See Two C-2,64.38126,31.59404,25,,,,,,,,,,,ANQAR
1251392,1392,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Kochnai Kariz,64.377823,31.572539,25,,,,,,,,,,,ANQAR
1251393,1393,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,POPAL ZAYI,64.34073,31.67894,25,,,,,,,,,,,ANQAR
1251394,1394,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,ABDUL WODOD,64.42755,31.72128,25,,,,,,,,,,,ANQAR
1251395,1395,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,CHOGHAK replaced with Poza,,,25,,,,,,,,,,,ANQAR
1251396,1396,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,LOWAR BOSTAN,64.85262,32.06359,25,,,,,,,,,,,ANQAR
1251397,1397,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,CHAR DIH replaced with Bazar Sangin,,,25,,,,,,,,,,,ANQAR
1251398,1398,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,SHOR AB replaced with KUSHTA MULLA ZAYE,64.93049,32.13816,25,,,,,,,,,,,ANQAR
1251399,1399,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,KARAIZ KHUSHK ABA replaced with LASHKARAK,64.68777,32.22698,25,,,,,,,,,,,ANQAR
1251400,1400,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,MULLAH GORI NIKA YA KUNJAK,64.72751,32.48661,25,,,,,,,,,,,ANQAR
1251401,1401,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Now Zad replaced with Musa Qal'ah,SOKHTA,64.76723,32.58702,25,,,,,,,,,,,ANQAR
1251402,1402,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Now Zad replaced with Nahr-e Saraj,PAYEN  KALA,64.50156,31.68738,25,,,,,,,,,,,ANQAR
1251403,1403,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Now Zad replaced with Nawah-ye Barakzai,PAY KALAY NIGAHRIN,64.36558,31.42811,25,,,,,,,,,,,ANQAR
1251404,1404,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Now Zad replaced with Garm Ser,HAZAR JOUFT GHEYASULDIN,64.1974,31.12525,25,,,,,,,,,,,ANQAR
1251405,1405,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marja,MARJA BLOCK 7-E,64.08572,31.43124,25,,,,,,,,,,,ANQAR
1251406,1406,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marja,NOOR MOHAMMAD,63.99109,31.47376,25,,,,,,,,,,,ANQAR
1251407,1407,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Dishu replaced with Kajaki,ASHTUR WAR replaced with Bazar Kajaki,,,25,,,,,,,,,,,ANQAR
1251408,1408,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Dishu replaced with Nad 'Ali,ABADULLAH YA HAJI KARIM,64.31528,31.71797,25,,,,,,,,,,,ANQAR
1251409,1409,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,SAR TAKHT,64.53147,31.79385,25,,,,,,,,,,,ANQAR
1251410,1410,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,SHAKH POPAL ZAI,64.65688,31.68434,25,,,,,,,,,,,ANQAR
1251411,1411,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,HAJIYAN,64.77085,31.96422,25,,,,,,,,,,,ANQAR
1251412,1412,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,KHAROTIYAN,64.56822,31.72034,25,,,,,,,,,,,ANQAR
1251413,1413,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,SHORA GAZ,64.5071,31.77172,25,,,,,,,,,,,ANQAR
1251414,1414,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,PAYEN QALA,64.67097,31.84594,25,,,,,,,,,,,ANQAR
1251415,1415,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,HAJI MOHAMMAD AMIN,64.3457,31.42445,25,,,,,,,,,,,ANQAR
1251416,1416,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,GUL AQA MOHAMMAD RAHIM,64.30163,31.39378,25,,,,,,,,,,,ANQAR
1251417,1417,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,MOHAMMAD ALI MOHAMMAD AZIM KALAY,64.21163,31.25348,25,,,,,,,,,,,ANQAR
1251418,1418,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,MUNIR KHAN,64.3141,31.43516,25,,,,,,,,,,,ANQAR
1251419,1419,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,NAQELIN KHUDI RAHM,64.33797,31.40983,25,,,,,,,,,,,ANQAR
1251420,1420,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,ABUULLAH,64.32618,31.43155,25,,,,,,,,,,,ANQAR
1251421,1421,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,DOMAK GORGAN,64.09303,30.8129,25,,,,,,,,,,,ANQAR
1251422,1422,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,SABA WA GORG,64.14267,30.82979,25,,,,,,,,,,,ANQAR
1251423,1423,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,MOHAMMD OMER KHAN,64.16607,31.07299,25,,,,,,,,,,,ANQAR
1251424,1424,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI SALLYH MOHAMMAD,64.14017,30.93932,25,,,,,,,,,,,ANQAR
1251425,1425,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,25,,,,,,,,,,,ANQAR
1251426,1426,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,25,,,,,,,,,,,ANQAR
1251427,1427,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,25,,,,,,,,,,,ANQAR
1251428,1428,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,intercept interviews,,,25,,,,,,,,,,,ANQAR
1251429,1429,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,WAKIL ABDUL QAYOUM,64.40654,31.75307,25,,,,,,,,,,,ANQAR
1251430,1430,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,SHEN KALAY JUNOBI,64.21446,31.63535,25,,,,,,,,,,,ANQAR
1251431,1431,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,WAKIL AGHA MOHAMMAD,64.10828,31.56187,25,,,,,,,,,,,ANQAR
1251432,1432,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,HAJI ALO GUL KALAY,64.31867,31.69494,25,,,,,,,,,,,ANQAR
